OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,DEM,SLOPE,ASPECT,evi,ssm,minimum_2m_air_temperature_median,mean_2m_air_temperature_median,maximum_2m_air_temperature_median,v_component_of_wind_10m_median,total_precipitation_median,LU1_Desc,DOMSOI,GPS_LONG,GPS_LAT
21.1,244,492,775,936,1336,1645,1873,2053,2156,2333,1807,1161,13,1.2570304,42.462063,0.658937921,25.4,278.484,282.05267,284.3746,0.8218736,0.001088229,Agriculture (excluding fallow land and kitchen gardens),Be,12.60606066,56.88082524
6,272,312,514,668,1012,1370,1526,1714,1785,949,1645,1047,18,1.8543341,0,0.27718756,24.435219,278.484,282.05267,284.3746,0.8218736,0.001088229,Agriculture (excluding fallow land and kitchen gardens),Be,12.66904009,56.84357511
77.4,245,353,539,855,1410,2044,2356,1713,2648,1956,2483,1670,54,3.4303827,262.23987,0.295383702,24.316412,278.484,282.05267,284.3746,0.8218736,0.001088229,Semi-natural and natural areas not in use,Be,12.71072576,56.9686447
20.7,258,322.5,413.5,565.5,815.5,934.5,1008,1059.5,1171.5,1018.5,1419,1013,10,0.96162754,61.170467,0.233880422,24.084034,278.44635,282.21143,284.45782,0.71407974,0.001072007,Agriculture (excluding fallow land and kitchen gardens),Be,12.94541443,56.60374575
16.2,77,299,323,345,438,548,522,579,537,479,408,265,28,0.83920497,270,0.816993464,23.453793,278.34955,281.91904,284.4242,0.64513075,0.00085,Agriculture (excluding fallow land and kitchen gardens),Be,13.06398127,56.45706938
38.7,327.5,710.5,958.5,1262,1564.5,2024.5,2267,2488.5,2523.5,1970.5,2328.5,1472.5,42,1.6251563,31.148056,0.32119827,24.25587,277.79916,281.73593,284.669,0.72203505,0.001105259,Agriculture (excluding fallow land and kitchen gardens),Be,13.10214661,56.52812661
18.2,614,688,1003,1270,1929,2337,2508,2948,2908,2357,3417,2487,51,1.9155604,118.94746,0.281215622,24.351418,278.34955,281.91904,284.4242,0.64513075,0.00085,Agriculture (excluding fallow land and kitchen gardens),Be,13.12583824,56.41960618
49.9,181.5,397.5,615.5,941,1268.5,1598.5,1790.5,1978,2126.5,2696,2907,2282.5,61,0.92740995,180,0.270108939,24.25587,277.79916,281.73593,284.669,0.72203505,0.001105259,Agriculture (excluding fallow land and kitchen gardens),Be,13.1994736,56.52575991
18.7,358.5,647.5,911,1141,1474,2139.5,2372,3019.5,2786,2754.5,2726.5,1699,111,3.2164,305.17813,0.371881737,24.111422,277.2966,281.28384,284.2397,1.29165,0.00062,Agriculture (excluding fallow land and kitchen gardens),Po,12.59036415,58.08657825
32.8,348,564,782,1036,1345,1795,2100,2242,2421,2674,2823,1758,178,0.8734954,270,0.307119591,24.176746,276.80652,280.75644,284.11642,1.339425,0.000608,Forestry,Po,12.91710018,57.93590108
30.8,931,955,1298,1337,1780,2429,2732,3124,3068,3061,2373,1541,177,1.3909631,0,0.670305066,23.831692,276.80652,280.75644,284.11642,1.339425,0.000608,Forestry,Po,12.94644332,57.88126715
517.3,520,573,756,737,1037,1569,1740,1790,1861,2028,1189,772,183,1.9495442,61.603924,0.569472278,23.795088,276.57532,280.55637,284.64743,0.9151473,0.000824,Semi-natural and natural areas not in use,Po,13.46221782,57.27488429
15.5,742,1153,1306,1152,1508,2640,3004,3095,3196,3119,1738,1300,248,1.268368,136.98105,-2.128318584,24.016245,276.07608,280.26562,283.95856,1.0398222,0.000628,Forestry,Po,14.06142732,57.59990404
21.2,929,981,1567,2055,2960,3703,3923,3691,4305,4524,3825,2421,140,15.3516245,108.9232,0.225547445,10.682204,283.17905,287.82196,293.46506,0.47421104,0.0000538,Semi-natural and natural areas not in use,Re,11.91033563,44.20669094
7.3,650,998,1408,1925.5,2188,2817,3104.5,3307.5,3438.5,3550,2909,2012,337,6.56882,282.17307,0.267139757,12.6624565,283.13144,288.3605,294.8335,0.4050802,0.0000502,Fallow land,Re,12.05363138,44.02350525
5.1,479.5,546.5,775,1046.5,1475,2091,2328.5,2451.5,2652.5,2990,2691.5,1583,141,12.602682,217.20815,0.449556458,10.73361,283.13144,288.3605,294.8335,0.4050802,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Re,12.05556749,44.07760307
21.6,406.5,1047.5,1467,2006.5,2333.5,2682.5,2985,3186,3485.5,3586.5,4029.5,2945,33,0.6466851,90,0.298438935,10.470827,283.13144,288.3605,294.8335,0.4050802,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Re,12.05945423,44.18579188
6.8,905,1004.5,1358.5,1349.5,1891.5,2896,3116,3109.5,3202.5,3191,2534.5,1754.5,234,10.4883,138.00891,0.574404123,11.32087,283.13144,288.3605,294.8335,0.4050802,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Re,12.12894364,44.04002771
6.4,606,831,1132,1376,1753,2140,2325,2574,2716,2667,3336,2292,397,10.432214,146.64261,0.237216993,11.402252,282.79895,287.36566,292.49326,0.40846878,0.0000306,Agriculture (excluding fallow land and kitchen gardens),Re,12.25126135,43.98329577
35.4,530.5,1040,1511,1613,2027.5,3183.5,3549.5,3794.5,3925.5,3635,3143,1990.5,189,20.558147,97.43999,0.365869509,13.508091,283.9339,288.86694,294.38382,0.34123033,0.0000235,Abandoned areas,Re,12.25550654,44.09148312
32.3,511,704.5,1039,1172.5,1688.5,2813,3270,3334.5,3663,3722.5,2973.5,1764,69,8.461855,310.75775,0.377534064,13.508091,283.9339,288.86694,294.38382,0.34123033,0.0000235,Agriculture (excluding fallow land and kitchen gardens),Re,12.30532555,44.09038516
17.3,603,788,1127,1318,1569,2256,2440,2563,2558,2299,2545,2013,28,0.646034,270,0.277590848,13.508091,283.9339,288.86694,294.38382,0.34123033,0.0000235,Fallow land,Re,12.30677664,44.12644477
11.3,448,648,882,1077.5,1482.5,2021,2287,2460.5,2653,2886.5,3119.5,2220,22,1.3721598,109.74916,0.280283982,13.508091,283.9339,288.86694,294.38382,0.34123033,0.0000235,Fallow land,Re,12.35588371,44.10729274
11.4,736.5,1132,1603,2216,2457,2614,2829.5,3081.5,3173.5,3110,3547,2462.5,90,3.173817,305.72293,0.13845944,12.161916,285.96448,289.09555,292.88083,0.21219292,0.0000269,Agriculture (excluding fallow land and kitchen gardens),Re,12.5014392,44.013638
5.8,1072,1394,1795,2046,2323,2579,2710,2663,2935,3122,3405,2648,82,9.711943,301.34634,0.145469659,14.169755,284.6545,288.0387,292.0874,0.47425768,0.0000333,Construction,Re,12.62333616,43.95646694
0.1,971,1656,2272,2430.5,2509,3475,3655,3698.5,3807,3829.5,3290,2411,252,15.687266,348.48227,0.350997687,16.823202,287.50363,289.185,290.69983,0.3131232,0.0000197,Agriculture (excluding fallow land and kitchen gardens),Re,12.81506071,43.80699979
4.7,667,892,1325,1552,1948,2176,2265,2452,2556,2610,2702,1987,79,10.465944,318.14813,0.229811867,17.207245,283.63913,287.73532,291.95905,0.40594125,0.0000215,Agriculture (excluding fallow land and kitchen gardens),Re,12.96097718,43.74874531
7.1,682,786,1299.5,1549.5,1950,2132,2242,2250.5,2428,2376,3085,2230,156,8.913129,308.26572,0.18736045,17.207245,285.179,288.8828,292.71875,0.38247934,0.000024,Agriculture (excluding fallow land and kitchen gardens),Re,13.00768001,43.69322388
8.3,916,1471,2129,2629,3075,3143,3283,3219,3466,3333,3958,2956,146,13.718743,344.05045,0.120713441,17.011866,285.179,288.8828,292.71875,0.38247934,0.000024,Agriculture (excluding fallow land and kitchen gardens),Re,13.05334793,43.61965011
11,1147,1564,2166,3078,3095,3119,3312,3928,3621,4005,3982,2844,111,8.138234,120.623764,0.103010686,17.011866,285.179,288.8828,292.71875,0.38247934,0.000024,Agriculture (excluding fallow land and kitchen gardens),Re,13.05524399,43.65570837
9.2,896,908,1193,1399,1923,2657,2946,3011,3453,3825,3569,2221,47,3.1618688,54.12089,0.257365785,14.153757,285.179,288.8828,292.71875,0.38247934,0.000024,Agriculture (excluding fallow land and kitchen gardens),Re,13.15508211,43.67075021
8.3,839,950,1520,1747,2219,2484.5,2705,2878.5,3003,2907,3250,2264.5,104,8.664886,342.94156,0.137251527,18.13607,285.179,288.8828,292.71875,0.38247934,0.000024,Agriculture (excluding fallow land and kitchen gardens),Re,13.22523657,43.59633873
7.4,793,1163,1647,1861,1801,2247,2186,2395,2355,2712,2949,2130,232,11.000537,203.64877,0.248003092,14.161514,282.88147,287.36414,292.45715,0.4095871,0.0000334,Agriculture (excluding fallow land and kitchen gardens),Re,13.23889235,43.39724128
9.3,504.5,632.5,986,1151,1619.5,2363,2662.5,3055,2808.5,2589,2573.5,1806.5,34,1.5313987,204.73427,0.202666125,18.13607,286.28934,289.24765,292.6472,0.18696126,0.0000247,Agriculture (excluding fallow land and kitchen gardens),Re,13.27766212,43.64885668
1.1,733,1003,1618,2051,2334,2450,2635,2791,2909,2671,3588,2756,91,6.3837748,85.851395,0.246758583,13.436037,286.28934,289.24765,292.6472,0.18696126,0.0000247,Agriculture (excluding fallow land and kitchen gardens),Re,13.31884542,43.50305337
8.6,1220,1555,2206,3155,3711,3827,4018,4035,4372,4387,4905,3020,245,3.2427514,180,0.109879745,14.161514,283.76266,288.37204,293.36523,0.31978574,0.0000274,Agriculture (excluding fallow land and kitchen gardens),Re,13.33627788,43.3760518
1.6,650,1333,2036,2353,2560,2709,2740,2682,2966,2911,3376,2703,171,16.443842,109.21283,0.165183684,12.919624,283.76266,288.37204,293.36523,0.31978574,0.0000274,Agriculture (excluding fallow land and kitchen gardens),Re,13.38964464,43.4465512
16.4,640,828,1212,1580,2158,2773,3044,3266,3486,3512,3991,2552,168,8.589771,329.0179,0.255285754,12.499468,282.28003,286.85315,292.12326,0.22817785,0.0000135,Agriculture (excluding fallow land and kitchen gardens),Re,13.45074703,43.22773552
9,515,600,958,1203,1544,1781,1959,2061,2127,2898,2445,1851,64,2.4034755,164.61684,0.171762381,14.789234,285.55316,289.1302,292.62485,0.04601063,0.0000129,Agriculture (excluding fallow land and kitchen gardens),Re,13.50842572,43.37029659
9.6,839,1262,1770,2323,3104,3578,3878,3810,4213,3731,4667,3254,177,4.5799108,204.58209,0.138336779,14.16333,283.68652,288.1753,293.62878,0.18870915,0.000011,Agriculture (excluding fallow land and kitchen gardens),Re,13.52433857,43.22522304
7.5,1036,1439,1974,2407,2804,2974,3118,3088,3256,2800,3701,2862,67,10.71659,129.90503,0.124995458,17.469082,288.33612,289.50632,290.5797,-0.05847945,0.0000242,Agriculture (excluding fallow land and kitchen gardens),Re,13.54394275,43.54971012
9.2,650.5,885.5,1316.5,1659.5,1914,2001.5,2129,2208,2363,2587.5,3036.5,2211.5,67,0.92740995,180,0.118700953,14.16333,283.68652,288.1753,293.62878,0.18870915,0.000011,Agriculture (excluding fallow land and kitchen gardens),Re,13.54995686,43.24240294
8.3,1066,1339,1810,2531,2950,3104,3359,3404,3791,3824,4648,3128,13,2.7179854,250.06303,0.131180937,15.179459,285.55316,289.1302,292.62485,0.04601063,0.0000129,Agriculture (excluding fallow land and kitchen gardens),Re,13.58993932,43.4939217
18.1,738,1068,1690,2087,2462,3056,3214,3192,3382,3212,3454,2475,166,11.591799,315.25626,0.260185185,14.16333,283.68652,288.1753,293.62878,0.18870915,0.000011,Fallow land,Re,13.62245175,43.22179067
1.9,913,1004,1453,1955,2062,2052,2184,2240,2150,2251,2712,1996,312,5.7666326,309.87958,0.093161446,15.480115,283.68652,288.1753,293.62878,0.18870915,0.000011,Agriculture (excluding fallow land and kitchen gardens),Re,13.63472938,43.02259152
11.6,779,1585,2222,2367,2974,3178,3314,3588,3620,3613,3744,2699,186,15.571617,314.19238,0.451878667,15.5575695,283.68652,288.1753,293.62878,0.18870915,0.000011,Agriculture (excluding fallow land and kitchen gardens),Re,13.64474313,43.18486113
6.6,404,644,940,1277,1775,2144,2350,2438,2746,2977,3204,2060,265,12.905813,147.96875,0.229653932,17.277287,282.1149,286.92194,292.31598,0.21552108,0.0000363,Agriculture (excluding fallow land and kitchen gardens),Re,13.65138377,42.89549238
12,732,814,1317.5,1453,1999.5,2837,3038,2941,3180,3182,2662.5,1965.5,35,2.1235597,115.88475,0.180426578,15.322699,285.55316,289.1302,292.62485,0.04601063,0.0000129,Agriculture (excluding fallow land and kitchen gardens),Re,13.67601608,43.29214794
5.7,426.5,640.5,963,1220.5,1366,1534.5,1656.5,1829,1883.5,2286,2502,1782.5,75,3.369556,145.56985,0.118030118,15.5575695,283.68652,288.1753,293.62878,0.18870915,0.000011,Agriculture (excluding fallow land and kitchen gardens),Re,13.74163724,43.16328604
13,576,883,1202,1434,1560,2505,3006,3225,3312,3671,2286,1817,163,1.5674764,53.732067,0.174210983,14.875517,282.1149,286.92194,292.31598,0.21552108,0.0000363,Agriculture (excluding fallow land and kitchen gardens),Re,13.74326179,42.80177896
15.8,635.5,743.5,1138.5,1321,2009,2916.5,3221.5,3264.5,3484,3260,3565.5,2410,159,5.4770894,126.21976,0.232596594,17.277287,282.1149,286.92194,292.31598,0.21552108,0.0000363,Agriculture (excluding fallow land and kitchen gardens),Re,13.7500856,42.90997308
8.6,422.5,731.5,1035,1425,1806.5,1847.5,2026.5,2153,2192.5,2927,2445.5,1746,159,14.546148,25.230684,0.104878734,15.771145,285.9651,288.3287,290.49432,0.06400949,0.0000327,Agriculture (excluding fallow land and kitchen gardens),Re,13.75351002,42.96406614
13.4,453,797.5,1189.5,1284,2041.5,2911,3241.5,3430.5,3564,3571,3676.5,2418.5,142,2.561421,100.423904,0.392984835,16.839523,284.0801,288.0485,291.93948,0.088149674,0.0000314,Agriculture (excluding fallow land and kitchen gardens),Re,13.7805196,42.61963047
6,757,1161.5,1530.5,2035,2284,3572,4219.5,3964.5,4682.5,3538,3791.5,2298.5,190,14.203426,352.45374,0.258183495,21.06773,287.45547,289.33298,291.36703,0.059883226,0.0000148,Agriculture (excluding fallow land and kitchen gardens),Re,13.80930936,43.07042738
16.4,657,1167,1674.5,1825,2390,2899.5,3175.5,3393,3306,3313,3140.5,2509,25,8.433734,158.12787,0.278802788,18.066063,285.9651,288.3287,290.49432,0.06400949,0.0000327,Residential,Re,13.82211073,42.8892169
17.6,1037,1177,1651,2022,2506,3228,3483,3560,3874,3855,4067,2708,419,12.597385,100.433174,0.343370312,14.754765,284.0801,288.0485,291.93948,0.088149674,0.0000314,Agriculture (excluding fallow land and kitchen gardens),Re,13.84986925,42.56277995
14.1,395,708.5,1034,1345.5,1936,2893,3244.5,3614.5,3776.5,3894,3502.5,2032,129,7.804948,34.24037,0.356404959,15.0372505,284.0801,288.0485,291.93948,0.088149674,0.0000314,Agriculture (excluding fallow land and kitchen gardens),Re,13.86033818,42.72508783
26.5,566.5,836,1186.5,1480,2291.5,3023,3260,3128.5,3594.5,3689.5,3648.5,2517.5,301,22.37475,212.2789,0.392354125,14.754765,284.0801,288.0485,291.93948,0.088149674,0.0000314,Agriculture (excluding fallow land and kitchen gardens),Re,13.89955013,42.5789575
9.9,628,802,1243,1510,1923,2182,2283,2360,2361,2188,2551,1903,37,0.46373534,180,0.186555967,11.661313,284.0801,288.0485,291.93948,0.088149674,0.0000314,Agriculture (excluding fallow land and kitchen gardens),Re,13.95164021,42.63117691
31.9,638.5,825.5,1208.5,1197.5,1575.5,2837,3139.5,3335,3378,3002.5,2701,1965,322,5.647338,94.69499,0.519819368,12.316363,281.11282,286.1412,291.6395,0.084501654,0.0000599,Residential,Re,13.95685702,42.34166381
15.1,603,1017,1613,1797,1934,2767,2973,2954,3196,3731,2697,1937,326,11.150947,63.148647,0.233933999,11.661313,284.0801,288.0485,291.93948,0.088149674,0.0000314,Agriculture (excluding fallow land and kitchen gardens),Re,13.97232719,42.57612711
11.9,542,828,1142,1326,1690,2451,2780,2794,3021,3222,2901,2057,154,8.846127,200.59108,0.400772979,12.316363,281.11282,286.1412,291.6395,0.084501654,0.0000599,Agriculture (excluding fallow land and kitchen gardens),Re,13.97983017,42.32267556
16.6,497,620,868,1014,1432,2340,2694,2819,3106,3383,2692,1628,246,3.1211371,126.42292,0.358685054,10.487278,281.11282,286.1412,291.6395,0.084501654,0.0000599,Agriculture (excluding fallow land and kitchen gardens),Re,13.98818382,42.44893138
11,853,1207.5,1795.5,2276.5,2500.5,3112.5,3427,3636.5,3694,3336.5,3915,2884.5,59,1.3401884,110.24084,0.20860561,11.553718,284.865,288.33505,292.57916,-0.15776205,0.0000602,Agriculture (excluding fallow land and kitchen gardens),Re,14.03901995,42.48307744
28.3,679,818,1077,1312.5,1683.5,2418,2715.5,2837.5,3065.5,3056,3316.5,2198,200,5.1939464,74.50685,0.244830981,12.316363,284.865,288.33505,292.57916,-0.15776205,0.0000602,Agriculture (excluding fallow land and kitchen gardens),Re,14.05350749,42.33782603
11.3,702,1291,1954,2261,2370,2921,3100.5,2912,3165,3229,3077.5,2450,138,5.68614,167.28342,0.133459554,11.965476,284.865,288.33505,292.57916,-0.15776205,0.0000602,Agriculture (excluding fallow land and kitchen gardens),Re,14.08133203,42.39095868
5.5,258,380,540,718,1135,1825,2003,2016,2289,2887,2270,1379,591,4.349228,16.70451,0.36846543,15.926476,280.8867,285.98917,291.5984,0.03041819,0.0000697,Semi-natural and natural areas not in use,Re,14.11860123,42.22666951
10.4,707.5,1415,2010,2392.5,2490.5,3364,3612,3795,3878.5,3738,3499.5,2456.5,209,24.888842,211.25813,0.370173887,12.393167,284.865,288.33505,292.57916,-0.15776205,0.0000602,Agriculture (excluding fallow land and kitchen gardens),Re,14.14766625,42.2978252
10.3,770,1325,1729,1948,2076,2464,2598,2667,2796,2925,3000,2270,336,13.868663,256.73358,0.166193006,15.809322,283.18924,287.9013,293.50894,-0.029461686,0.0000574,Agriculture (excluding fallow land and kitchen gardens),Re,14.28484228,42.18355391
28.1,692,1090,1554,1718,2066,2855,3200,3347,3433,3280,3250,2270,217,12.563274,348.70187,0.265963679,14.397081,283.18924,287.9013,293.50894,-0.029461686,0.0000574,Agriculture (excluding fallow land and kitchen gardens),Re,14.4990053,42.13802189
14.2,1118,1305,1722,2004,2377,2541,2585,2333,2661,2643,3679,2805,272,14.116036,132.52289,0.168793464,12.572306,285.04315,289.67078,294.7485,-0.15618344,0.0000142,Fallow land,Re,14.51770815,42.06480974
25.9,780.5,933.5,1293.5,1536,1863.5,2720.5,3035.5,3323.5,3408,3572,3125.5,2061,172,8.013381,129.22957,0.1895778,12.572306,285.04315,289.67078,294.7485,-0.15618344,0.0000142,Agriculture (excluding fallow land and kitchen gardens),Re,14.59120766,42.07957222
8.2,730,1080,1475,2056,2100,2159,2295,2537,2492,2636,2593,1807,278,7.729477,306.6072,0.115928685,12.572306,285.04315,289.67078,294.7485,-0.15618344,0.0000142,Agriculture (excluding fallow land and kitchen gardens),Re,14.6111523,42.02437331
18.1,718,895,1183,1520,1786,2352,2822,2569,3364,3229.5,2789,1965.5,19,1.5551442,233.39783,0.197371993,15.497231,287.48862,289.51492,291.6477,-0.43413883,0.0000197,Agriculture (excluding fallow land and kitchen gardens),Re,14.75672518,42.03567878
8.7,403,750.5,995,1346.5,1514.5,1747,1825.5,1987.5,2019.5,2043.5,2074.5,1556.5,71,2.4958096,291.801,0.216554139,23.37675,279.95847,283.3328,286.53268,0.70780385,0.00087,Agriculture (excluding fallow land and kitchen gardens),Lo,12.16653167,53.13086078
7.1,400.5,742,1122.5,1430.5,2029,2663,2911,3080,3265.5,3093,3299,2146.5,47,0.770549,90,0.35182233,22.172571,280.09918,283.2287,286.28958,0.71485776,0.00087,Agriculture (excluding fallow land and kitchen gardens),Lo,12.36869996,53.00119596
6.6,354,600,943.5,1243,1873,2272.5,2432,2496.5,2855,3115.5,3815.5,2569.5,56,2.4424474,161.5809,0.265934882,21.719496,280.09918,283.2287,286.28958,0.71485776,0.00087,Agriculture (excluding fallow land and kitchen gardens),Lo,12.40344626,53.09041263
7.3,437,638,903,1034,1478,2220,2421,2517,2561,2651,2292,1684,84,0.9051243,120.818016,0.39011925,23.77985,280.48102,283.31482,286.20197,0.77199763,0.000876,Agriculture (excluding fallow land and kitchen gardens),Lo,12.44956012,53.37718456
11.5,399,626.5,892.5,1003,1441.5,2145.5,2404.5,2528.5,2690.5,2695.5,2643.5,1674.5,60,0.46373534,180,0.426101777,18.409447,280.35355,283.29596,286.2434,0.707583,0.000849,Agriculture (excluding fallow land and kitchen gardens),Lo,12.52592787,53.14185464
13,186,461,616,766,1082,1555,1736,1876,1954,1370,1777,1278,41,0.768888,270,0.347236705,22.39542,280.57043,283.7121,286.67636,0.60068935,0.000824,Agriculture (excluding fallow land and kitchen gardens),Lo,12.54208499,52.9077478
16.7,2138,2428,2687,2569,2786,3006,3054,3234,3190,3663,2153,1151,28,0.46373534,180,2.177777778,24.105743,281.77698,283.5188,285.2188,0.7251984,0.001104619,Agriculture (excluding fallow land and kitchen gardens),Lg,12.40392242,54.16924888
11.6,480,707.5,1146,1519.5,1640,2378,2654,2864,3053,3378.5,2997.5,2106,11,0.79050153,270,0.256516242,22.77516,280.50333,283.1745,286.16464,0.77894914,0.000862,Agriculture (excluding fallow land and kitchen gardens),Lg,13.04114164,54.08322266
8.7,587,817,1158,1457,1801,1891,2130,2235,2419,2459,3553,2435,576,9.599463,308.47232,0.213548296,12.285491,283.06284,287.6231,292.82697,-0.06494384,0.000028,Agriculture (excluding fallow land and kitchen gardens),Re,11.8653706,42.817491
8.2,541,826,1129,1420,1891,2341,2606,2872,3044,3300,3106,2148,256,6.4602456,257.6173,0.362056481,9.941053,283.06284,287.6231,292.82697,-0.06494384,0.000028,Agriculture (excluding fallow land and kitchen gardens),Re,11.94321406,42.9605256
84.1,475.5,702.5,995.5,1537,1906.5,2226,2421.5,2410,2862.5,3029,3145,2167.5,-6,1.1337875,144.87907,0.12512639,11.567021,284.75067,288.98056,294.49963,-0.21793455,0.0000257,Agriculture (excluding fallow land and kitchen gardens),WR,11.92679529,44.6934523
126.2,412.5,685.5,1136,1339.5,1898,2219.5,2350,2432.5,2695,2796,2476.5,1720,-6,0.46373534,180,0.176289749,24.06741,285.1674,289.11136,294.13446,-0.030772494,0.000029,Agriculture (excluding fallow land and kitchen gardens),WR,12.0771878,44.67253118
19.9,694,774,1052,1260,1729,2137,2370,2531,2738,3011,2396,1666,122,0.8743826,122.02761,0.384813164,21.418785,280.8897,284.3647,287.9229,0.47320113,0.000484,Agriculture (excluding fallow land and kitchen gardens),Lo,12.22172083,51.27776245
15.7,378,599,876.5,1156.5,1457,1811,2019,2157,2216.5,1981.5,2299.5,1683,95,0,0,0.23900967,15.59308,280.8897,284.3647,287.9229,0.47320113,0.000484,Agriculture (excluding fallow land and kitchen gardens),Lo,12.22607373,51.36759885
19.4,585,796,1083,1507,1772,1909,2043,2106,2234,2260,3233,2427,317,1.5394537,107.527756,0.154864949,22.102438,280.5479,283.90814,287.3439,0.6865186,0.000554,Agriculture (excluding fallow land and kitchen gardens),Lo,12.28539063,50.82689813
17.2,367,473,881,1007,1507,2144,2401,2556,2460,2315,2276,1750,378,4.2296906,9.945825,0.375901133,24.386345,280.29834,283.47083,286.86136,0.9805501,0.000679,Agriculture (excluding fallow land and kitchen gardens),Lo,12.41979553,50.68026149
18.1,505,574,765,983.5,1305,1458.5,1554.5,1608,1715,1591.5,2000,1598,290,1.9942642,158.401,0.251572327,23.39849,280.5479,283.90814,287.3439,0.6865186,0.000554,Agriculture (excluding fallow land and kitchen gardens),Lo,12.42818361,50.8419718
11.1,651,787,1000,1340,1593,1672,1753,1774,1991,2043,2551,1888,129,0,0,0.261915173,18.205013,281.07516,284.47174,288.01724,0.46761048,0.000576,Agriculture (excluding fallow land and kitchen gardens),Lo,12.46053483,51.45281529
7.8,500,643.5,846,904,1205.5,1770.5,1978.5,1966,2035.5,1826.5,1671,1209.5,240,6.1457744,287.49796,0.258477175,22.166725,280.63757,284.02814,287.53067,0.7464392,0.000541,Mining and quarrying,Lo,12.54562755,50.91139492
19,596,623,689,729,874,1357,1577,1469,1618,2293,1250,931,193,1.7418169,57.83761,0.745322873,20.366238,280.6681,284.23358,287.65,0.66197044,0.000513,Agriculture (excluding fallow land and kitchen gardens),Lo,12.55253496,51.03715458
29.2,238.5,393,540,645.5,997,1422,1643.5,1917,1993,1721.5,1984.5,1306.5,235,11.236167,211.17564,0.601851852,22.747395,280.62213,283.94116,287.2159,0.83368045,0.0008,Forestry,Lo,12.80573058,50.97733624
24.5,281,523,633,888,1283,1950,2256,2488,2668,2243,2165,1379,197,14.148482,230.04678,0.421058796,21.34915,280.64334,284.1133,287.45367,0.7128838,0.000679,Semi-natural and natural areas not in use,Lo,13.15450954,51.0763127
27.1,118,466.5,671,936.5,1172,1284,1438.5,1610.5,1628.5,1754.5,1880,1357.5,29,0.92740995,180,0.144708741,21.762964,280.89005,284.13513,286.97787,0.55223083,0.00067,Agriculture (excluding fallow land and kitchen gardens),Oe,12.67411138,52.63512968
8.4,391,520.5,763.5,1054,1422.5,1549,1658,1603,1846,1889.5,2936,2170,32,0.7621714,270,0.133817563,20.461128,280.76508,284.04138,286.82486,0.5219515,0.00061,Agriculture (excluding fallow land and kitchen gardens),Oe,12.78537554,52.52468011
9.9,1123,1226,1752,1711,2407,3421,3553,3615,3872,3862,3170,2581,37,0.46373534,0,0.587537092,21.762964,280.76508,284.04138,286.82486,0.5219515,0.00061,Agriculture (excluding fallow land and kitchen gardens),Oe,12.79105843,52.61447072
11.6,223,586,1110,1273,1665,2329,2573,2631,2773,2993,1917,1214,441,7.9599805,169.74765,0.32035107,22.108616,279.6064,282.92584,287.10236,0.11824721,0.000539,Agriculture (excluding fallow land and kitchen gardens),Bd,12.21918174,49.42503195
11.1,691.5,961,1416,1614.5,1974,3109,3414.5,3428,3541.5,3271.5,3175,2334,529,3.401571,123.00349,0.272889491,24.086044,279.6064,282.92584,287.10236,0.11824721,0.000539,Agriculture (excluding fallow land and kitchen gardens),Bd,12.25005334,49.49639182
25.1,412.5,594.5,964,1311.5,1641.5,2043,2276,2279.5,2552,2720.5,2426.5,1515,486,5.9337454,236.96712,0.176755448,24.086044,279.44586,282.6267,286.89026,0.12088382,0.000692,Agriculture (excluding fallow land and kitchen gardens),Bd,12.30268539,49.44134979
8.9,427,686,1047,1452,1794,2320,2601,2592,2824,2838,3572,2592,516,6.7463827,303.18713,0.220771144,24.094028,279.65274,283.11655,287.42297,0.09648775,0.000558,Agriculture (excluding fallow land and kitchen gardens),Bd,12.39878901,49.15142499
43.1,1161,1242,1463,1667,2102,2804,3158,3401,3550,3999,2597,1656,577,4.494307,51.84141,0.485320551,24.048355,279.65274,283.11655,287.42297,0.09648775,0.000558,Agriculture (excluding fallow land and kitchen gardens),Bd,12.45089536,49.09630881
15.1,528,818,1278.5,1562,1735,2323,2691.5,2467,2830.5,2865.5,2745.5,2087,540,4.3118877,138.71452,0.175306996,24.045176,279.19257,282.40765,286.455,0.09195562,0.00068,Agriculture (excluding fallow land and kitchen gardens),Bd,12.54882875,49.40006086
12.3,292,550.5,807.5,1242,1703,2128,2493,2726,3030,3321,2344.5,1398.5,416,5.0877852,0,0.264012788,23.671717,279.69006,283.0794,287.1443,0.21516961,0.000613,Agriculture (excluding fallow land and kitchen gardens),Bd,12.64727522,49.18182858
13.1,755.5,1036.5,1577,1919.5,2399,3068.5,3295.5,3344,3390.5,3441.5,3443.5,2684.5,414,4.2261066,170.33624,0.197297189,23.812557,279.20078,282.4214,286.34592,0.28167412,0.000672,Agriculture (excluding fallow land and kitchen gardens),Bd,12.78943024,49.26837488
66.1,790.5,983,1336,1467,2405.5,3356,3868,4169,4608,4836.5,4108,2385,506,4.9569592,270,0.553853225,23.90142,279.10056,282.70123,286.898,0.47632998,0.000738,Agriculture (excluding fallow land and kitchen gardens),Bd,12.8412195,49.21308154
