OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,DEM,SLOPE,ASPECT,evi,ssm,minimum_2m_air_temperature_median,mean_2m_air_temperature_median,maximum_2m_air_temperature_median,v_component_of_wind_10m_median,total_precipitation_median,LU1_Desc,DOMSOI,GPS_LONG,GPS_LAT
53.7,553,698,993,1240,1678,2325,2574,2993,2966,2910,3500,2243,1387,11.422364,76.09204,0.266515094,13.545175,279.2509,285.2733,291.15808,-0.3199747,0.000177,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.345910626,42.02334056
16.4,702,999,1577,2077,2415,2998,3167,3200,3452,3465,4415,3407,1024,2.4539227,280.8866,0.105930818,5.3303113,282.1025,288.73737,296.213,0.16010247,0.0000105,Fallow land,Bk,-1.871334777,39.7082665
93.1,649,827.5,1170.5,1509,1999.5,2519,2718.5,3025.5,2975.5,2998,3867.5,3038.5,1149,3.654577,262.7198,0.334714896,5.9181676,280.59503,287.39465,294.6515,0.0904319,0.0000124,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.917726602,39.9583179
30.1,325.5,373,598,781,1078,1670.5,1824,1837.5,2054.5,2166.5,1964.5,1251,1236,4.542498,203.52475,0.451974598,5.9181676,279.4789,286.08115,292.86694,0.16366097,0.0000129,Forestry,Bk,-1.931073071,40.02974227
102.4,573,638,930,1031,1236,1547,1736,1994,2174,2240,2174,1255,1135,6.2728667,343.18253,0.263482407,5.552552,279.4789,286.08115,292.86694,0.16366097,0.0000129,Semi-natural and natural areas not in use,Bk,-1.967988014,40.22611619
38.9,325.5,541,736,812,1061,1725.5,1954.5,2053.5,2200.5,2149.5,2045,1299,1456,4.1267867,333.82367,0.516699971,5.552552,279.1329,286.01123,292.62567,0.3370793,0.0000116,Forestry,Bk,-1.978110065,40.27966178
23.2,455.5,617,810,1039,1414,2101.5,2352.5,2488,2681.5,2600,3175.5,1983.5,1439,2.801371,119.75097,0.30671094,7.4438314,279.1329,286.01123,292.62567,0.3370793,0.0000116,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.991642583,40.35104863
29.5,377,516,820,1099.5,1359.5,1954.5,2133.5,2290,2396.5,2223,3006.5,2255.5,1403,2.611443,249.21158,0.202430532,8.365578,279.83203,287.22058,294.2243,0.3385613,0.0000109,Semi-natural and natural areas not in use,Bk,-2.039336851,40.60083742
17,553,876,1186,1491,1676,2246,2381,2527,2604,2692,3426,2636,1213,2.2243233,146.46353,0.13487208,8.693144,279.98334,286.94708,294.61472,-0.038003527,0.0000107,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.122311993,41.0288124
24.4,459.5,603.5,1031.5,1463.5,1500.5,1945.5,2180,2514,2434.5,2450.5,2959,2174.5,1279,3.7094412,138.50879,0.208677686,7.0775323,279.98334,286.94708,294.61472,-0.038003527,0.0000107,Semi-natural and natural areas not in use,Bk,-2.132793219,41.0822886
33.8,740,847,1104,1323,1733,2081,2217,2238,2475,2528,3580,2721,1154,4.9920173,264.68323,0.221741078,10.719424,277.98975,283.64026,289.90793,-0.2945667,0.0000132,Semi-natural and natural areas not in use,Bk,-2.293002171,41.88388612
4.4,635,727,1042,1268,1810,2513,2790,2781,3039,3007,3438,2665,473,5.686724,167.2572,0.28019545,4.0668907,280.08997,285.8192,291.43347,-1.0356189,0.0000371,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.425329508,42.52443708
113.7,414,482,773,723,1349,2008,2168,2102,2379,2396,2246,1566,1147,9.000581,110.95877,0.587398819,5.9181676,280.59503,287.39465,294.6515,0.0904319,0.0000124,Forestry,Bk,-1.901299466,39.99686213
37.7,244.5,743.5,996,1243,1026,1532,1683,2379.5,1952,1860,2007.5,1426.5,1465,9.844972,127.32417,0.542732377,11.04933,279.1329,286.01123,292.62567,0.3370793,0.0000116,Forestry,Bk,-1.961663886,40.3182038
32,348,419,641,745.5,1123,1609.5,1751.5,1757,2000.5,2505,2616.5,1763,1238,20.359694,236.95697,0.252667041,10.978138,279.98334,286.94708,294.61472,-0.038003527,0.0000107,Semi-natural and natural areas not in use,Bk,-2.095368747,41.01387024
57.9,455,605,750,881,1127,1596,1734,1910,1970,2009,2643,1933,1259,4.1370087,26.463875,0.272742602,7.0775323,279.98334,286.94708,294.61472,-0.038003527,0.0000107,Semi-natural and natural areas not in use,Bk,-2.116300646,41.12082685
13.2,309,527,718.5,955,1228,1638.5,1835,1995,2148.5,2203,3084,2127,1094,1.2432288,90,0.233034765,7.7317533,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.243977298,41.76218499
26.4,685,746,903,1106,1695,2233,2430,2457,2832,2876,3374,2310,1235,9.651986,286.59158,0.451668878,10.719424,277.98975,283.64026,289.90793,-0.2945667,0.0000132,Semi-natural and natural areas not in use,Bk,-2.261997638,41.85121115
21.9,503,544,705,764,1116,1760,1938,2046,2146,2285,1391,889,1250,18.918396,187.31845,0.344095157,11.966101,279.2509,285.2733,291.15808,-0.3199747,0.000177,Semi-natural and natural areas not in use,Bk,-2.320143562,42.13601141
52,494.5,550.5,816.5,1123.5,1476.5,1794,2005.5,2184.5,2304.5,2095.5,3038.5,2246,1314,1.3037734,290.83228,0.254192175,10.398432,279.1329,286.01123,292.62567,0.3370793,0.0000116,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.962112895,40.44597317
51.7,412.5,443.5,689,820,1404.5,1935,2102,2099.5,2376,2429,2749.5,1908,1362,3.036799,203.7383,0.347616589,7.698326,279.83203,287.22058,294.2243,0.3385613,0.0000109,Forestry,Bk,-2.013241879,40.71358955
13.7,281,403,713,1137,1456,2358,2595,2570,2657,2754,2134,1591,1239,2.3971918,165.17319,0.119891008,8.282378,279.92923,287.1728,294.26675,0.04499146,0.0000125,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.05457542,40.92759971
56.1,961,1463,1634,1512,1819,2542,2754,3250,2950,3215,2981,1885,1197,7.4861917,47.348877,0.204826733,7.376998,279.98334,286.94708,294.61472,-0.038003527,0.0000107,Semi-natural and natural areas not in use,Bk,-2.085829792,41.08805921
27.4,595.5,749.5,928,1126,1390,1740.5,1935,2068,2223.5,2329.5,3118,2237.5,1273,13.395867,114.0683,0.3317956,8.047356,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Semi-natural and natural areas not in use,Bk,-2.245447228,41.88974451
14.2,461.5,588,771,1151.5,1367,1536.5,1670,1770.5,1895.5,2220,2335,1610.5,578,0.6325284,270,0.245807021,17.793255,280.94885,285.93542,290.88705,-0.76990414,0.000355,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.44463858,42.8504417
144.6,394.5,519.5,769.5,821,1191.5,1878.5,2085,2076,2293.5,2405.5,2197.5,1514,1475,10.331437,299.23495,0.500504286,8.102322,279.1329,286.01123,292.62567,0.3370793,0.0000116,Forestry,Bk,-1.901807378,40.25248041
111.7,607,665,965,1152,1403,1902,2029,2183,2295,2553,3009,2169,1225,7.6512413,307.04898,0.299794336,10.978138,279.92923,287.1728,294.26675,0.04499146,0.0000125,Semi-natural and natural areas not in use,Bk,-2.041523345,40.98396205
3.4,612,853,1222,1791,2163.5,2517,2726.5,2924,3111.5,2947.5,4239,3057,1069,1.326317,110.46203,0.213136989,7.7317533,279.3048,285.75214,292.66772,-0.5289501,0.0000125,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.18934999,41.73240039
14.1,402,928,1284,1737,1767,2582,2895,2670,3290,3105,2805,2204,714,9.544439,101.1017,0.155344566,9.058453,280.08997,285.8192,291.43347,-1.0356189,0.0000371,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.371839609,42.62225526
49.3,399,533,832,972,1241,1736,1912,2227,2194,2234,2870,2085,1145,1.1076349,213.14838,0.207967515,7.2661,279.4789,286.08115,292.86694,0.16366097,0.0000129,Forestry,Bk,-1.838631916,40.04104089
51,438,771,946,1176,1433,1938,2189,2311,2468,2522,3218,2293,1454,4.3396316,343.72464,0.347107438,10.398432,279.1329,286.01123,292.62567,0.3370793,0.0000116,Semi-natural and natural areas not in use,Bk,-1.912226464,40.4338068
40.5,350.5,425.5,677,857.5,1326.5,1813.5,2050.5,2090,2294,2363.5,3003.5,2162,1241,5.4059834,19.810398,0.222813435,8.243057,279.87003,286.81668,294.51126,0.032827016,0.0000104,Semi-natural and natural areas not in use,Bk,-1.980224426,40.79065063
66.8,376,450,619,703,967,1567,1727,1824,1978,2062,2314,1511,1175,6.8788424,101.61158,0.520206363,7.376998,279.98334,286.94708,294.61472,-0.038003527,0.0000107,Semi-natural and natural areas not in use,Bk,-2.042332055,41.11163584
48,424.5,554,795,895.5,1361,1849.5,2089,2196,2353.5,2295,3039,2009,1158,4.8434563,139.83134,0.407421396,9.924301,279.2509,285.2733,291.15808,-0.3199747,0.000177,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.266740509,42.23380467
26.2,401,412,659,891,1331,1769,2034,2057,2377,2598,3205,2013,603,2.1109006,63.94825,0.274282026,19.247229,280.94885,285.93542,290.88705,-0.76990414,0.000355,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.392585141,42.83860704
21.2,801,1350,1814,2179,2269,2721,2867,3167,3022,2901,3732,2922,1489,6.469041,69.08945,0.196243203,7.5965276,279.4789,286.08115,292.86694,0.16366097,0.0000129,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.838755065,40.16885644
37.4,260.5,463.5,632,747.5,887,1504,1704.5,1864,1923.5,1920.5,2088.5,1325.5,1161,6.5229373,290.72824,0.354471363,6.773039,279.87003,286.81668,294.51126,0.032827016,0.0000104,Semi-natural and natural areas not in use,Bk,-1.960266634,40.81133822
58,298,339,588,641,922,1394,1627,1892,1784,2185,2174,1465,1196,10.472918,100.08708,0.284725227,8.282378,279.87003,286.81668,294.51126,0.032827016,0.0000104,Semi-natural and natural areas not in use,Bk,-1.973978297,40.8826842
6.7,750,908,1215,1754,2077,2804,3057,3148,3231,3180,4008,3191,1026,0.7756627,233.28511,0.172367955,7.7317533,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.149038077,41.77382912
31.7,560,897,1121,1285,1634,2453,2754,2991,2908,2587,2567,1757,1312,8.324984,243.73639,0.510682288,6.1830835,280.9375,287.06805,293.12503,-1.0887126,0.0000177,Energy production,Bk,-2.246474002,42.25453042
17.8,819,917,1389,1667,2087,2892,3171,3211,3277,3426,3392,2774,385,0.628831,270,0.200882666,3.7516584,280.494,286.8642,293.13046,-0.7285565,0.000102,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.294137554,42.48585165
18.5,282,398,566,708,1124,1566,1780,1839,2042,2030,2456,1717,1156,16.761591,353.88678,0.362557078,6.773039,279.87003,286.81668,294.51126,0.032827016,0.0000104,Semi-natural and natural areas not in use,Bk,-1.93346446,40.79634474
25.3,573,614,850,891,1277,2038,2284,2363,2590,2692,2832,2033,1119,6.010202,226.22021,0.192839848,7.7317533,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Forestry,Bk,-2.132431314,41.81234792
24.1,851,1133,1389,1460,1725,1980,2128,2317,2415,2592,877,553,1022,29.993204,130.16954,0.41368979,16.757881,280.94885,285.93542,290.88705,-0.76990414,0.000355,Forestry,Bk,-2.329362662,42.77339492
10.6,894,1344,1846,2449,2669,2790,2857,3125,3135,2926,4353,3427,1114,3.0375638,23.771135,0.214981071,6.773039,279.87003,286.81668,294.51126,0.032827016,0.0000104,Fallow land,Bk,-1.913490159,40.81702316
58.6,302,604.5,852,1012,1396,1973,2218,2306.5,2490,2140,2844.5,2004,1170,23.399822,63.327087,0.365128205,7.376998,279.8644,287.2244,294.99872,-0.21835369,0.000011,Semi-natural and natural areas not in use,Bk,-1.968387898,41.10238864
15.8,559.5,744.5,1116.5,1673.5,1843,2285.5,2432,2422.5,2648,2572,3425,2760,1058,4.4859676,223.76697,0.126219162,7.1411595,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.101556534,41.77961749
23.6,401,590,849,974,1211,1694,1873,2098,2112,2282,2733,1902,943,15.121092,46.454624,0.396076952,10.2652,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Semi-natural and natural areas not in use,Bk,-2.133683848,41.93990886
6.1,868,923,1418.5,1812.5,2415.5,3108,3432,3449,3755,3772,3830.5,2922,487,5.350823,69.77768,0.179210808,3.7516584,280.08997,285.8192,291.43347,-1.0356189,0.0000371,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.257143523,42.54509578
97.3,338,398,594,791,1127,1580,1906,2300,2382,2393,2363,1422,1038,1.8792336,137.73616,0.520141343,16.757881,280.94885,285.93542,290.88705,-0.76990414,0.000355,Forestry,Bk,-2.312683927,42.81191147
34.6,448,491,694.5,802.5,1173,2027.5,2219,2300.5,2460,2837,2444.5,1739,1002,1.2910066,111.048096,0.401684483,4.6545687,281.5777,288.75342,296.12915,-0.038372546,0.00000989,Forestry,Bk,-1.677580521,39.67702922
44.7,646.5,679.5,982.5,1064,1518,2119.5,2334,2500,2663.5,2800.5,2969.5,2119.5,1496,2.0499215,296.8887,0.367640936,10.526304,279.1329,286.01123,292.62567,0.3370793,0.0000116,Semi-natural and natural areas not in use,Bk,-1.825908988,40.4807996
6.8,586.5,961.5,1334.5,1969,2192,2319.5,2483.5,2637.5,2790,2872,4030,3208.5,1071,1.5199263,336.22232,0.085129754,6.773039,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.89350385,40.83769741
15.5,519,742,1193,1738,1926,2614,2973,3087,3151,3080,3429,2787,1197,8.25586,106.195274,0.091693635,6.7624235,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.917411132,40.96256373
12.3,1056,1262,1768,2552,2876,3036,3329,3541,3693,3504,4758,3422,1117,2.3995461,195.03798,0.110232585,7.828644,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Fallow land,Bk,-2.09916554,41.88937446
67.3,989,1336,1757,2134,2159,2418,2538,2851,2730,2822,3832,3057,1371,3.668183,262.747,0.162097258,7.9847164,279.4789,286.08115,292.86694,0.16366097,0.0000129,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.752716875,40.21578962
35.3,444,565.5,847.5,1120.5,1302.5,1805.5,2023,2319.5,2260.5,2217.5,2652.5,1848.5,1355,3.3298755,33.41875,0.299635227,8.306036,279.62555,286.9759,293.84625,0.24382085,0.000012,Semi-natural and natural areas not in use,Bk,-1.849754281,40.7334734
85.2,705,722.5,1045.5,1378,1723.5,1996.5,2183.5,2175,2346,2525.5,3407,2555.5,1230,8.90881,208.62346,0.165392808,7.198614,279.8644,287.2244,294.99872,-0.21835369,0.000011,Semi-natural and natural areas not in use,Bk,-1.904233453,41.01890927
116.5,402,530,685,724,1043,1565,1790,1693,2027,1885,2271,1430,1349,14.133355,355.1781,0.801927195,7.3986387,278.86905,285.2766,291.87067,0.061845433,0.0000121,Forestry,Bk,-1.709767703,40.11141534
6.7,772,949.5,1357.5,1894,2246.5,2469.5,2618,2748,2890.5,2884,3796.5,2931.5,1183,4.8607473,298.41705,0.1342223,8.306036,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.82977028,40.75413635
13.5,620.5,839,1123,1471,1834.5,2122,2274.5,2353.5,2463,2339.5,3524,2635,1167,5.366764,52.90744,0.189339981,6.7624235,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.853495149,40.87903341
4.4,686,909,1320,2082,2257,2551,2726,2844,2856,3096,3025,2339,1157,3.3000607,349.29492,0.11796485,6.7624235,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.860297436,40.91471375
12.3,692,885,1232,1602,1935,2286,2482,2621,2760,2684,3841,2910,1194,1.8997668,284.12375,0.129003559,7.198614,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.873933824,40.98606839
5.6,913.5,1405,2175.5,2506,2608.5,2980.5,3277,3401,3271.5,3355.5,4105.5,3141,1239,5.680502,192.46037,0.133103737,7.198614,279.8644,287.2244,294.99872,-0.21835369,0.000011,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.884189041,41.03957909
34.3,147,334.5,482,549.5,820.5,1243,1432.5,1505,1648.5,1515,2242,1513.5,1179,8.202276,342.66556,0.377697842,6.975941,279.8644,287.2244,294.99872,-0.21835369,0.000011,Semi-natural and natural areas not in use,Bk,-1.891039192,41.07525038
16,636,793,1271,1821,1730,2073,2254,2445,2449,2495,3353,2417,1032,4.1572785,131.92264,0.197474631,4.9555387,279.81464,286.06378,292.6987,-0.58386236,0.00000999,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.984572652,41.55661745
12.1,377,844.5,1023.5,1141,1620.5,1889,1961.5,1978.5,2046.5,2008.5,2122,1419.5,1028,2.0827963,243.56935,0.15284046,7.1411595,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.030319382,41.7882579
13.6,611.5,887.5,1499.5,2464.5,2586,3430.5,3672.5,3600,3915.5,3965.5,4229.5,3267.5,1015,3.3017685,169.13895,0.080827068,7.828644,279.13815,285.15717,291.27203,-0.44276386,0.0000136,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.048039512,41.87732823
2.3,670,951,1417,1729,1945,2445,2605,2824,2693,2155,2894,2328,684,11.503834,135.71239,0.212182022,6.1830835,280.28473,286.56247,292.8584,-0.590607,0.0000165,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.119625319,42.23348722
9.4,392,699,1154,1576,1633,2317,2538,2966,2782,2819,2987,2095,500,2.4015512,195.21523,0.218552215,13.25956,280.30698,285.76004,291.40308,-1.1883199,0.0000302,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.182961837,42.66353901
26.5,340.5,511,692,805,1103.5,1537,1706,1825.5,1862.5,1858.5,2110,1496.5,1138,13.407792,198.06331,0.406322171,6.179446,280.20853,287.12695,294.2276,-0.037520047,0.0000122,Forestry,Bk,-1.634105829,39.95617173
148.9,638,1005,1079,869,1033,1588,1790,2301,1824,1556,1384,917,1484,25.950924,356.2543,0.89184598,8.608137,278.86905,285.2766,291.87067,0.061845433,0.0000121,Forestry,Bk,-1.679884,40.20628735
32.7,596.6666667,677,982.6666667,1157.666667,1721,2299,2497,2475.333333,2843,2704,3388,2497.8,1480,20.786238,51.80359,0.275034815,9.422037,279.1255,286.07947,293.4527,0.157299,0.0000128,Semi-natural and natural areas not in use,Bk,-1.746144068,40.56342143
77,427.5,461.5,677,895.5,1213,1543,1732,1830.5,2016,2093.5,2896,2040,1255,10.771078,153.31288,0.263297872,4.6989264,279.62555,286.9759,293.84625,0.24382085,0.000012,Semi-natural and natural areas not in use,Bk,-1.776297179,40.72406549
4.9,434,534,813,1102,1171,1771,2065,2391,2365,2244,2552,1928,1164,2.3174627,0,0.217376697,5.6743717,279.87003,286.81668,294.51126,0.032827016,0.0000104,Fallow land,Bk,-1.806661668,40.88466867
16.6,431,679,976,1282,1684,2150,2408,2543,2699,2605,3436,2253,1047,8.932138,348.08414,0.293502377,5.2598376,279.81464,286.06378,292.6987,-0.58386236,0.00000999,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.937244001,41.56232454
20.9,533,718,1023,1218,1552,2360.5,2559.5,2641,2762,2706.5,2722.5,1992,654,6.7034354,303.42978,0.304295943,7.1698265,280.28473,286.56247,292.8584,-0.590607,0.0000165,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.032423691,42.04338341
6.6,482,864,1443,1999,2449,2895,3052,3050,3258,2979,3636,2888,573,3.113303,53.47041,0.146838991,4.364857,280.28473,286.56247,292.8584,-0.590607,0.0000165,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.064604681,42.20365729
33.3,822.5,1168.5,1483,1994.5,2419.5,2664.5,2846.5,2778,3169.5,2750.5,4081,3039.5,449,2.8502245,347.2712,0.120393025,4.2159452,280.9375,287.06805,293.12503,-1.0887126,0.0000177,Agriculture (excluding fallow land and kitchen gardens),Bk,-2.115123812,42.45289422
118.8,368,515,654,751,983,1391,1568,1772,1785,1916,2357,1522,1197,9.547159,54.726124,0.494490728,6.179446,280.20853,287.12695,294.2276,-0.037520047,0.0000122,Forestry,Bk,-1.614261612,39.97680342
19.7,885,1439,2055,2958,3324,3432,3662,3797,4048,4032,4278,2688,1431,1.3067322,290.7829,0.130778899,8.769441,279.1255,286.07947,293.4527,0.157299,0.0000128,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.732848112,40.61976949
23.2,587.5,728.5,1076.5,1443,1909.5,2127.5,2326.5,2404.5,2472,2445,3209.5,2423,1108,2.621922,207.90262,0.195293248,5.6743717,279.87003,286.81668,294.51126,0.032827016,0.0000104,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.793391668,40.94100613
8.6,354,502,792,1328,1611,1735,1883,1973,2092,2716,3217,2626,1049,4.2112384,171.61205,0.092387556,5.5416684,279.8644,287.2244,294.99872,-0.21835369,0.000011,Agriculture (excluding fallow land and kitchen gardens),Bk,-1.823982948,41.1015635
26.3,488,749,1030,1230.5,1419.5,2240,2500.5,2962.5,2795,2886,2757.5,1885,1221,9.018952,62.681114,0.319664903,8.634688,279.81464,286.06378,292.6987,-0.58386236,0.00000999,Fallow land,Bk,-1.948525936,41.74339091
15.4,272,310,461,689,891,1253,1466,1968,1815,1612,1609,1043,1133,9.719312,187.08667,0.331012264,6.179446,280.20853,287.12695,294.2276,-0.037520047,0.0000122,Forestry,Bk,-1.594405771,39.99743092
37.7,438,777,1069,1268,1571,2026,2187,2344,2447,2066,2922,2167,1594,6.0368085,185.75647,0.377517723,8.851006,278.62274,285.10385,291.88385,0.2729293,0.0000274,Semi-natural and natural areas not in use,Bk,-1.643361318,40.26541958
